institution,service,price,date,time,start_dt,location
IQB Medical Rózsadomb Center Egészségközpont,MR natív+kontrasztanyagos,107015.0,2025-08-20,15:15:00,2025-08-20 15:15:00,"Budapest, Törökvész út 87"
Istenhegyi Klinika,MR natív+kontrasztanyagos,102335.0,2025-07-14,12:26:00,2025-07-14 12:26:00,"Budapest, Istenhegyi út 31"
LilyMed termékenységi és nőgyógyászati magánrendelő,MR natív+kontrasztanyagos,109613.0,2025-07-22,13:23:00,2025-07-22 13:23:00,"Budapest, Tinódi utca 1-3"
Liv Duna Medical Center,MR natív+kontrasztanyagos,71305.0,2025-07-22,11:54:00,2025-07-22 11:54:00,"Budapest, Lechner Ödön fasor 5"
Ma Belle Medical,MR natív+kontrasztanyagos,87025.0,2025-07-28,19:18:00,2025-07-28 19:18:00,"Budapest, Andrássy út 43."
Madarász Ultrahang,MR natív+kontrasztanyagos,114958.0,2025-07-20,09:23:00,2025-07-20 09:23:00,"Budapest, Madarász Viktor utca 47-49"
Margit Híd Medical,MR natív+kontrasztanyagos,113114.0,2025-07-28,15:02:00,2025-07-28 15:02:00,"Budapest , Margit körút 5"
Mária Medical Magánrendelő,MR natív+kontrasztanyagos,70002.0,2025-07-31,17:51:00,2025-07-31 17:51:00,"Budapest, Hidegkúti út 82/b"
Medalpin Medical Center,MR natív+kontrasztanyagos,113719.0,2025-07-22,16:35:00,2025-07-22 16:35:00,"Budapest, Szállás utca 24"
Medcity Egészségközpont,MR natív+kontrasztanyagos,86562.0,2025-08-01,17:00:00,2025-08-01 17:00:00,"Budapest, Megyeri út 53"
Medical Healing Point,MR natív+kontrasztanyagos,102657.0,2025-08-04,18:38:00,2025-08-04 18:38:00,nan
Medical Point Egészségközpont,MR natív+kontrasztanyagos,89849.0,2025-08-05,16:49:00,2025-08-05 16:49:00,"Budapest, Madarász Viktor utca 47-49"
Medical Sport Rehabilitációs Központ,MR natív+kontrasztanyagos,76184.0,2025-07-29,19:20:00,2025-07-29 19:20:00,"Budapest, Bécsi út 3-5, V. em. 55"
Medicina Egészségközpont,MR natív+kontrasztanyagos,94720.0,2025-07-16,19:49:00,2025-07-16 19:49:00,"Budapest, Budakeszi út 36/C."
Medicina Egészségközpont,MR natív+kontrasztanyagos,74693.0,2025-07-24,11:12:00,2025-07-24 11:12:00,"Budapest, Istenhegyi út 31/b"
Medina Egészségcentrum,MR natív+kontrasztanyagos,101855.0,2025-08-05,06:49:00,2025-08-05 06:49:00,"Budapest, Liszt Ferenc utca 6"
Medve Medical Egészségközpont,MR natív+kontrasztanyagos,66908.0,2025-07-30,12:30:00,2025-07-30 12:30:00,"Budapest, Medve utca 34-40"
Menzou Dental,MR natív+kontrasztanyagos,97594.0,2025-08-06,09:01:00,2025-08-06 09:01:00,"Budapest, Vérmező út 6, földszint 1"
Móricz Medical Center,MR natív+kontrasztanyagos,102632.0,2025-07-14,15:20:00,2025-07-14 15:20:00,"Budapest, Móricz Zsigmond körtér 2, 1. emelet 2"
myderm Magánbőrgyógyászati és Orvosi Esztétikai Rendelő,MR natív+kontrasztanyagos,105130.0,2025-07-30,15:56:00,2025-07-30 15:56:00,"Budapest, Lövőház utca 39, I. emelet"
Oktogon Medical Center,MR natív+kontrasztanyagos,92234.0,2025-08-12,10:02:00,2025-08-12 10:02:00,"Budapest, Andrássy út 46"
Oxygen Medical Magánorvosi Központ,MR natív+kontrasztanyagos,84401.0,2025-08-16,10:38:00,2025-08-16 10:38:00,"Budapest, Árpád út 47."
Pálma Egészségügyi Központ,MR natív+kontrasztanyagos,109368.0,2025-08-01,07:20:00,2025-08-01 07:20:00,"Budapest, Margit körút 44"
Pannónia Magánorvosi Centrum,MR natív+kontrasztanyagos,80784.0,2025-08-19,19:13:00,2025-08-19 19:13:00,Budapest Pannónia utca 35
Parliament Medical Center,MR natív+kontrasztanyagos,65554.0,2025-07-11,08:33:00,2025-07-11 08:33:00,"Budapest, Vajkay utca 1"
Pasamed-Pasaréti Sportegészségügyi Centrum,MR natív+kontrasztanyagos,103714.0,2025-07-26,10:18:00,2025-07-26 10:18:00,nan
Pesti Gasztroenterológiai Centrum,MR natív+kontrasztanyagos,99330.0,2025-07-12,19:32:00,2025-07-12 19:32:00,nan
Pesti Magánorvosi Centrm,MR natív+kontrasztanyagos,88224.0,2025-08-01,06:12:00,2025-08-01 06:12:00,nan
Pozitron Medical Diagnosztika Központ,MR natív+kontrasztanyagos,91546.0,2025-08-20,15:36:00,2025-08-20 15:36:00,nan
Praxis Magánrendelő,MR natív+kontrasztanyagos,101806.0,2025-08-08,15:06:00,2025-08-08 15:06:00,nan
Primavera Medical Center,MR natív+kontrasztanyagos,78288.0,2025-08-16,12:19:00,2025-08-16 12:19:00,nan
RadiVert Diagnostic MR vizsgálatok,MR natív+kontrasztanyagos,115579.0,2025-07-18,13:38:00,2025-07-18 13:38:00,nan
Regenero Egészségház,MR natív+kontrasztanyagos,67824.0,2025-08-16,10:32:00,2025-08-16 10:32:00,nan
Remete 72 Magánrendelő,MR natív+kontrasztanyagos,66582.0,2025-08-04,19:04:00,2025-08-04 19:04:00,nan
RMC Clinics (Rózsakert Medical Center),MR natív+kontrasztanyagos,81879.0,2025-07-14,10:52:00,2025-07-14 10:52:00,nan
SanBer Medical,MR natív+kontrasztanyagos,70582.0,2025-07-30,16:21:00,2025-07-30 16:21:00,nan
Secret Medical Egészségügyi-és Orvosesztétikai Központ,MR natív+kontrasztanyagos,70903.0,2025-07-29,19:50:00,2025-07-29 19:50:00,nan
Smart Diagnosztika,MR natív+kontrasztanyagos,75102.0,2025-07-17,08:44:00,2025-07-17 08:44:00,nan
SmileyMed,MR natív+kontrasztanyagos,79850.0,2025-07-23,16:54:00,2025-07-23 16:54:00,nan
Soulutions Medical,MR natív+kontrasztanyagos,84095.0,2025-08-17,07:24:00,2025-08-17 07:24:00,nan
St. Sebastian Physio Center,MR natív+kontrasztanyagos,111431.0,2025-07-18,10:25:00,2025-07-18 10:25:00,nan
STEPS Robotikus Rehabilitációs központ,MR natív+kontrasztanyagos,113958.0,2025-07-10,09:47:00,2025-07-10 09:47:00,nan
Szent Magdolna Magánkórház,MR natív+kontrasztanyagos,116338.0,2025-07-17,11:06:00,2025-07-17 11:06:00,nan
Szigetvilág Magánorvosi Rendelő,MR natív+kontrasztanyagos,99822.0,2025-08-18,10:16:00,2025-08-18 10:16:00,nan
T&T Orvosi Rendelő,MR natív+kontrasztanyagos,119328.0,2025-07-29,13:08:00,2025-07-29 13:08:00,nan
Tabán Medical,MR natív+kontrasztanyagos,85613.0,2025-07-10,11:02:00,2025-07-10 11:02:00,nan
TritonLife,MR natív+kontrasztanyagos,79742.0,2025-07-23,14:01:00,2025-07-23 14:01:00,nan
Újbuda Medical Center,MR natív+kontrasztanyagos,118042.0,2025-07-21,19:45:00,2025-07-21 19:45:00,nan
Visegrádi40 Magánrendelő,MR natív+kontrasztanyagos,113098.0,2025-08-18,06:24:00,2025-08-18 06:24:00,nan
Vitahelp,MR natív+kontrasztanyagos,113136.0,2025-07-27,19:11:00,2025-07-27 19:11:00,nan
VP-Med Egészségcentrum és Oktatási Központ,MR natív+kontrasztanyagos,95662.0,2025-08-11,18:04:00,2025-08-11 18:04:00,nan
Wáberer Medical Center,MR natív+kontrasztanyagos,68180.0,2025-08-13,07:22:00,2025-08-13 07:22:00,nan
WellWay Clinics,MR natív+kontrasztanyagos,103759.0,2025-08-04,13:31:00,2025-08-04 13:31:00,nan
Zenon Clinic,MR natív+kontrasztanyagos,89356.0,2025-07-18,13:32:00,2025-07-18 13:32:00,nan
nan,MR natív+kontrasztanyagos,,2025-07-29,15:41:00,2025-07-29 15:41:00,nan
nan,MR natív+kontrasztanyagos,,2025-07-14,08:39:00,2025-07-14 08:39:00,nan
27 Sellő Mozgásszervi Terápiás Centrum,UH lágyrész testájanként,28973.0,2025-07-29,17:19:00,2025-07-29 17:19:00,Budaörsi út 29
Aesthetica Orvosi Központ,UH lágyrész testájanként,28651.0,2025-08-04,08:15:00,2025-08-04 08:15:00,"Budapest, Váci út 76"
Affidea Magyarország,UH lágyrész testájanként,21513.0,2025-07-10,09:49:00,2025-07-10 09:49:00,"Budapest, Fövény utca 4"
Affidea Magyarország,UH lágyrész testájanként,21513.0,2025-07-25,09:05:00,2025-07-25 09:05:00,"Budapest, Lövőház utca 2"
Affidea Magyarország,UH lágyrész testájanként,21513.0,2025-08-07,06:36:00,2025-08-07 06:36:00,"Budapest, Szabadság tér 7."
Affidea Magyarország,UH lágyrész testájanként,21513.0,2025-07-31,09:31:00,2025-07-31 09:31:00,"Budapest, Hercegprímás utca 14"
Affidea Magyarország,UH lágyrész testájanként,21513.0,2025-07-30,15:16:00,2025-07-30 15:16:00,"Budapest, Örs vezér tere 25."
Affidea Magyarország,UH lágyrész testájanként,21513.0,2025-08-02,18:45:00,2025-08-02 18:45:00,"Győr, Vasvári pál utca 2"
Caring Medical Center,UH lágyrész testájanként,32836.0,2025-07-16,08:55:00,2025-07-16 08:55:00,"Budapest, Zsigmond tér 10."
Central Clinic,UH lágyrész testájanként,20613.0,2025-08-13,11:27:00,2025-08-13 11:27:00,"Budapest, Rákóczi út 4"
Claro Klinika,UH lágyrész testájanként,23165.0,2025-08-12,12:38:00,2025-08-12 12:38:00,"Budapest, Teréz krt. 24"
Clinexpert,UH lágyrész testájanként,31114.0,2025-08-20,09:41:00,2025-08-20 09:41:00,"Budapest, Kaszásdűlő utca 7."
CMF Medical,UH lágyrész testájanként,20032.0,2025-07-19,07:21:00,2025-07-19 07:21:00,"Budapest, Bécsi út 154"
CMF Medical,UH lágyrész testájanként,20032.0,2025-08-08,11:55:00,2025-08-08 11:55:00,"Pilisvörösvár, Árpád utca 21"
CMF Medical,UH lágyrész testájanként,20032.0,2025-08-04,11:39:00,2025-08-04 11:39:00,"Jászberény, Kossuth Lajos utca 5."
CMF Medical,UH lágyrész testájanként,20032.0,2025-08-12,12:25:00,2025-08-12 12:25:00,"Biatorbágy, Mester utca 2"
CMF Medical,UH lágyrész testájanként,20032.0,2025-08-07,14:05:00,2025-08-07 14:05:00,"Szentendre, Stromfeld Aurél utca 1/A"
Coordimed,UH lágyrész testájanként,25867.0,2025-08-04,07:56:00,2025-08-04 07:56:00,"Budapest, Völgy utca 5"
Delfin Ultrahang,UH lágyrész testájanként,24570.0,2025-08-12,19:38:00,2025-08-12 19:38:00,"Budapest, Pünkösdfürdő utca 48."
Dimenzió Orvosi Klinika,UH lágyrész testájanként,21102.0,2025-08-10,14:07:00,2025-08-10 14:07:00,"Budaörs, Lomnici köz 19."
Dimenzió-Med Egészségközpont,UH lágyrész testájanként,32200.0,2025-07-21,16:56:00,2025-07-21 16:56:00,"Budapest, Vécsey u. 3."
Doktor24,UH lágyrész testájanként,22222.0,2025-07-12,09:13:00,2025-07-12 09:13:00,"Budapest, Koszorúslány u. 1."
Doktor24,UH lágyrész testájanként,22222.0,2025-07-26,16:55:00,2025-07-26 16:55:00,"Budapest, Váci út 37."
Doktor24,UH lágyrész testájanként,22222.0,2025-08-02,10:31:00,2025-08-02 10:31:00,"Budapest, Könyves Kálmán krt. 12-14."
Doktor24,UH lágyrész testájanként,22222.0,2025-08-14,12:54:00,2025-08-14 12:54:00,"Paks, Tolnai út 93."
Doktor24,UH lágyrész testájanként,22222.0,2025-07-11,10:45:00,2025-07-11 10:45:00,"Pécs, Málics Ottó utca 1."
Doktor24,UH lágyrész testájanként,22222.0,2025-08-14,19:35:00,2025-08-14 19:35:00,"Szeged, Petőfi S. Sgt. 39."
Doktor24,UH lágyrész testájanként,22222.0,2025-07-10,07:19:00,2025-07-10 07:19:00,"Székesfehérvár, Huszár utca 2."
Egressy Medical,UH lágyrész testájanként,23644.0,2025-07-13,14:50:00,2025-07-13 14:50:00,"Budapest, Egressy út 28-30."
Emineo Magánkórház,UH lágyrész testájanként,27786.0,2025-08-08,13:35:00,2025-08-08 13:35:00,"Budapest, Hegyalja út 7."
EndoCare Endokrinológiai Központ,UH lágyrész testájanként,26929.0,2025-07-21,07:15:00,2025-07-21 07:15:00,"Budapest, Lechner Ödön fasor 7."
EntiTárs Egészségközpont,UH lágyrész testájanként,33320.0,2025-08-08,15:32:00,2025-08-08 15:32:00,"Budapest, Vilánnyi út 22/A"
Erzsébet Dentál & Medical,UH lágyrész testájanként,34874.0,2025-07-13,19:14:00,2025-07-13 19:14:00,Budapest Lajtha László utca 24.
ForHerMed Klinika,UH lágyrész testájanként,29416.0,2025-07-10,09:44:00,2025-07-10 09:44:00,"Budapest, Bimbó út 108."
Főnix Medical Center,UH lágyrész testájanként,24935.0,2025-08-19,13:37:00,2025-08-19 13:37:00,"Budapest, Sasadi út 184"
Gasztro Klinika,UH lágyrész testájanként,25115.0,2025-08-12,06:51:00,2025-08-12 06:51:00,"Budapest, Bokor utca 17"
Geomedical,UH lágyrész testájanként,22830.0,2025-08-02,18:49:00,2025-08-02 18:49:00,"Budapest, Kókai utca 6"
Globe Medical Center,UH lágyrész testájanként,29475.0,2025-08-02,13:22:00,2025-08-02 13:22:00,"Budapest, Szalay utca 2"
Golden Medical Center,UH lágyrész testájanként,30358.0,2025-08-11,12:56:00,2025-08-11 12:56:00,"Budapest, Tutaj utca 8."
Halas Medical Egészségközpont,UH lágyrész testájanként,27748.0,2025-07-10,08:09:00,2025-07-10 08:09:00,"Kiskunhalas, Eötvös utca 19."
Haller Medical,UH lágyrész testájanként,23250.0,2025-08-04,06:10:00,2025-08-04 06:10:00,"Budapest, Haller utca 23"
Halom Medical Egészségközpont,UH lágyrész testájanként,22077.0,2025-07-31,11:29:00,2025-07-31 11:29:00,"Budapest, Halom utca 10"
Hattyú Medicina,UH lágyrész testájanként,27995.0,2025-08-12,15:04:00,2025-08-12 15:04:00,"Budapest, Hattyú utca 16."
Health&Youth Egészségközpont,UH lágyrész testájanként,27458.0,2025-08-17,11:58:00,2025-08-17 11:58:00,"Budapest,  Billegető utca 2/c"
Hepinet Ultrahanghálózat,UH lágyrész testájanként,32406.0,2025-07-12,19:57:00,2025-07-12 19:57:00,"Budapest, Péterfy Sándor utca 8."
Hepinet Ultrahanghálózat,UH lágyrész testájanként,21384.0,2025-07-23,06:02:00,2025-07-23 06:02:00,"Székesfehérvár, Budai út 49."
Hepinet Ultrahanghálózat,UH lágyrész testájanként,30737.0,2025-08-11,07:46:00,2025-08-11 07:46:00,"Dunaújváros, Bartók Béla út 12. fszt. 1."
Hepinet Ultrahanghálózat,UH lágyrész testájanként,25768.0,2025-08-01,15:00:00,2025-08-01 15:00:00,"Budapest, Fehérvári út 12. IV. emelet 408."
Hepinet Ultrahanghálózat,UH lágyrész testájanként,34666.0,2025-07-14,14:59:00,2025-07-14 14:59:00,"Budapest, Árpád út 47."
Hepinet Ultrahanghálózat,UH lágyrész testájanként,26178.0,2025-07-19,10:54:00,2025-07-19 10:54:00,"Budapest, Bosnyák utca 48-50. E lépcsőház fszt 1"
HT Medical Center,UH lágyrész testájanként,34129.0,2025-08-13,13:39:00,2025-08-13 13:39:00,"Budapest, Pesti út 177."
Hungária Med-M,UH lágyrész testájanként,30605.0,2025-08-02,15:33:00,2025-08-02 15:33:00,"Budapest, Jász u. 33-35."
Hungária Med-M,UH lágyrész testájanként,29328.0,2025-07-18,07:13:00,2025-07-18 07:13:00,"Győr, Bajcsy-Zsilinszky utca 30-32"
IQB Medical Rózsadomb Center Egészségközpont,UH lágyrész testájanként,24740.0,2025-07-22,19:32:00,2025-07-22 19:32:00,"Budapest, Törökvész út 87"
Istenhegyi Klinika,UH lágyrész testájanként,25211.0,2025-08-11,11:34:00,2025-08-11 11:34:00,"Budapest, Istenhegyi út 31"
LilyMed termékenységi és nőgyógyászati magánrendelő,UH lágyrész testájanként,22484.0,2025-07-17,16:01:00,2025-07-17 16:01:00,"Budapest, Tinódi utca 1-3"
Liv Duna Medical Center,UH lágyrész testájanként,32460.0,2025-07-16,14:56:00,2025-07-16 14:56:00,"Budapest, Lechner Ödön fasor 5"
Ma Belle Medical,UH lágyrész testájanként,33037.0,2025-08-01,14:44:00,2025-08-01 14:44:00,"Budapest, Andrássy út 43."
Madarász Ultrahang,UH lágyrész testájanként,29805.0,2025-07-24,09:54:00,2025-07-24 09:54:00,"Budapest, Madarász Viktor utca 47-49"
Margit Híd Medical,UH lágyrész testájanként,24011.0,2025-07-15,14:41:00,2025-07-15 14:41:00,"Budapest , Margit körút 5"
Mária Medical Magánrendelő,UH lágyrész testájanként,32188.0,2025-07-11,16:14:00,2025-07-11 16:14:00,"Budapest, Hidegkúti út 82/b"
Medalpin Medical Center,UH lágyrész testájanként,21915.0,2025-07-31,11:38:00,2025-07-31 11:38:00,"Budapest, Szállás utca 24"
Medcity Egészségközpont,UH lágyrész testájanként,27285.0,2025-07-11,06:31:00,2025-07-11 06:31:00,"Budapest, Megyeri út 53"
Medical Healing Point,UH lágyrész testájanként,21498.0,2025-08-09,15:03:00,2025-08-09 15:03:00,nan
Medical Point Egészségközpont,UH lágyrész testájanként,22070.0,2025-08-12,15:10:00,2025-08-12 15:10:00,"Budapest, Madarász Viktor utca 47-49"
Medical Sport Rehabilitációs Központ,UH lágyrész testájanként,28333.0,2025-07-31,07:17:00,2025-07-31 07:17:00,"Budapest, Bécsi út 3-5, V. em. 55"
Medicina Egészségközpont,UH lágyrész testájanként,29534.0,2025-08-03,08:42:00,2025-08-03 08:42:00,"Budapest, Budakeszi út 36/C."
Medicina Egészségközpont,UH lágyrész testájanként,28330.0,2025-08-20,08:18:00,2025-08-20 08:18:00,"Budapest, Istenhegyi út 31/b"
Medina Egészségcentrum,UH lágyrész testájanként,32573.0,2025-07-16,08:43:00,2025-07-16 08:43:00,"Budapest, Liszt Ferenc utca 6"
Medve Medical Egészségközpont,UH lágyrész testájanként,28426.0,2025-07-18,14:03:00,2025-07-18 14:03:00,"Budapest, Medve utca 34-40"
Menzou Dental,UH lágyrész testájanként,22740.0,2025-08-01,06:59:00,2025-08-01 06:59:00,"Budapest, Vérmező út 6, földszint 1"
Móricz Medical Center,UH lágyrész testájanként,28048.0,2025-08-20,07:44:00,2025-08-20 07:44:00,"Budapest, Móricz Zsigmond körtér 2, 1. emelet 2"
myderm Magánbőrgyógyászati és Orvosi Esztétikai Rendelő,UH lágyrész testájanként,25858.0,2025-08-05,15:36:00,2025-08-05 15:36:00,"Budapest, Lövőház utca 39, I. emelet"
Oktogon Medical Center,UH lágyrész testájanként,23507.0,2025-07-22,07:21:00,2025-07-22 07:21:00,"Budapest, Andrássy út 46"
Oxygen Medical Magánorvosi Központ,UH lágyrész testájanként,23124.0,2025-08-03,09:43:00,2025-08-03 09:43:00,"Budapest, Árpád út 47."
Pálma Egészségügyi Központ,UH lágyrész testájanként,34309.0,2025-07-26,07:38:00,2025-07-26 07:38:00,"Budapest, Margit körút 44"
Pannónia Magánorvosi Centrum,UH lágyrész testájanként,33689.0,2025-08-06,06:44:00,2025-08-06 06:44:00,Budapest Pannónia utca 35
Parliament Medical Center,UH lágyrész testájanként,31909.0,2025-07-30,06:57:00,2025-07-30 06:57:00,"Budapest, Vajkay utca 1"
Pasamed-Pasaréti Sportegészségügyi Centrum,UH lágyrész testájanként,24785.0,2025-08-16,09:14:00,2025-08-16 09:14:00,nan
Pesti Gasztroenterológiai Centrum,UH lágyrész testájanként,32028.0,2025-07-14,15:39:00,2025-07-14 15:39:00,nan
Pesti Magánorvosi Centrm,UH lágyrész testájanként,21618.0,2025-07-29,13:42:00,2025-07-29 13:42:00,nan
Pozitron Medical Diagnosztika Központ,UH lágyrész testájanként,23015.0,2025-07-20,10:53:00,2025-07-20 10:53:00,nan
Praxis Magánrendelő,UH lágyrész testájanként,20375.0,2025-08-07,09:28:00,2025-08-07 09:28:00,nan
Primavera Medical Center,UH lágyrész testájanként,30450.0,2025-07-22,10:23:00,2025-07-22 10:23:00,nan
RadiVert Diagnostic MR vizsgálatok,UH lágyrész testájanként,21816.0,2025-07-17,11:43:00,2025-07-17 11:43:00,nan
Regenero Egészségház,UH lágyrész testájanként,23339.0,2025-07-12,15:30:00,2025-07-12 15:30:00,nan
Remete 72 Magánrendelő,UH lágyrész testájanként,33100.0,2025-07-24,18:39:00,2025-07-24 18:39:00,nan
RMC Clinics (Rózsakert Medical Center),UH lágyrész testájanként,23859.0,2025-08-08,07:37:00,2025-08-08 07:37:00,nan
SanBer Medical,UH lágyrész testájanként,21620.0,2025-07-14,10:52:00,2025-07-14 10:52:00,nan
Secret Medical Egészségügyi-és Orvosesztétikai Központ,UH lágyrész testájanként,34876.0,2025-07-14,15:19:00,2025-07-14 15:19:00,nan
Smart Diagnosztika,UH lágyrész testájanként,29775.0,2025-08-12,08:49:00,2025-08-12 08:49:00,nan
SmileyMed,UH lágyrész testájanként,34661.0,2025-07-15,13:30:00,2025-07-15 13:30:00,nan
Soulutions Medical,UH lágyrész testájanként,30332.0,2025-08-16,11:58:00,2025-08-16 11:58:00,nan
St. Sebastian Physio Center,UH lágyrész testájanként,34419.0,2025-07-10,14:55:00,2025-07-10 14:55:00,nan
STEPS Robotikus Rehabilitációs központ,UH lágyrész testájanként,27799.0,2025-07-11,19:35:00,2025-07-11 19:35:00,nan
Szent Magdolna Magánkórház,UH lágyrész testájanként,25176.0,2025-08-14,16:53:00,2025-08-14 16:53:00,nan
Szigetvilág Magánorvosi Rendelő,UH lágyrész testájanként,30069.0,2025-08-09,16:33:00,2025-08-09 16:33:00,nan
T&T Orvosi Rendelő,UH lágyrész testájanként,23894.0,2025-07-14,15:32:00,2025-07-14 15:32:00,nan
Tabán Medical,UH lágyrész testájanként,20516.0,2025-07-18,10:41:00,2025-07-18 10:41:00,nan
TritonLife,UH lágyrész testájanként,22022.0,2025-08-20,19:25:00,2025-08-20 19:25:00,nan
Újbuda Medical Center,UH lágyrész testájanként,25418.0,2025-07-14,15:37:00,2025-07-14 15:37:00,nan
Visegrádi40 Magánrendelő,UH lágyrész testájanként,22084.0,2025-08-17,11:20:00,2025-08-17 11:20:00,nan
Vitahelp,UH lágyrész testájanként,33937.0,2025-07-28,12:56:00,2025-07-28 12:56:00,nan
VP-Med Egészségcentrum és Oktatási Központ,UH lágyrész testájanként,27031.0,2025-08-14,14:02:00,2025-08-14 14:02:00,nan
Wáberer Medical Center,UH lágyrész testájanként,26554.0,2025-08-13,15:25:00,2025-08-13 15:25:00,nan
WellWay Clinics,UH lágyrész testájanként,20502.0,2025-08-12,13:37:00,2025-08-12 13:37:00,nan
Zenon Clinic,UH lágyrész testájanként,25699.0,2025-07-15,15:06:00,2025-07-15 15:06:00,nan
nan,UH lágyrész testájanként,,2025-08-10,12:23:00,2025-08-10 12:23:00,nan
nan,UH lágyrész testájanként,,2025-07-29,14:19:00,2025-07-29 14:19:00,nan
27 Sellő Mozgásszervi Terápiás Centrum,UH has-kismedence,26217.0,2025-07-24,17:41:00,2025-07-24 17:41:00,Budaörsi út 29
Aesthetica Orvosi Központ,UH has-kismedence,24276.0,2025-07-16,15:43:00,2025-07-16 15:43:00,"Budapest, Váci út 76"
Affidea Magyarország,UH has-kismedence,22971.0,2025-08-08,08:53:00,2025-08-08 08:53:00,"Budapest, Fövény utca 4"
Affidea Magyarország,UH has-kismedence,22971.0,2025-07-25,15:22:00,2025-07-25 15:22:00,"Budapest, Lövőház utca 2"
Affidea Magyarország,UH has-kismedence,22971.0,2025-07-20,06:16:00,2025-07-20 06:16:00,"Budapest, Szabadság tér 7."
Affidea Magyarország,UH has-kismedence,22971.0,2025-07-15,11:58:00,2025-07-15 11:58:00,"Budapest, Hercegprímás utca 14"
Affidea Magyarország,UH has-kismedence,22971.0,2025-07-16,07:17:00,2025-07-16 07:17:00,"Budapest, Örs vezér tere 25."
Affidea Magyarország,UH has-kismedence,22971.0,2025-08-12,14:03:00,2025-08-12 14:03:00,"Győr, Vasvári pál utca 2"
Caring Medical Center,UH has-kismedence,25161.0,2025-08-19,17:09:00,2025-08-19 17:09:00,"Budapest, Zsigmond tér 10."
Central Clinic,UH has-kismedence,33764.0,2025-08-20,15:34:00,2025-08-20 15:34:00,"Budapest, Rákóczi út 4"
Claro Klinika,UH has-kismedence,22691.0,2025-07-21,11:31:00,2025-07-21 11:31:00,"Budapest, Teréz krt. 24"
Clinexpert,UH has-kismedence,25459.0,2025-08-04,12:26:00,2025-08-04 12:26:00,"Budapest, Kaszásdűlő utca 7."
CMF Medical,UH has-kismedence,26403.0,2025-07-23,15:31:00,2025-07-23 15:31:00,"Budapest, Bécsi út 154"
CMF Medical,UH has-kismedence,26403.0,2025-07-14,14:49:00,2025-07-14 14:49:00,"Pilisvörösvár, Árpád utca 21"
CMF Medical,UH has-kismedence,26403.0,2025-08-04,12:12:00,2025-08-04 12:12:00,"Jászberény, Kossuth Lajos utca 5."
CMF Medical,UH has-kismedence,26403.0,2025-08-02,11:22:00,2025-08-02 11:22:00,"Biatorbágy, Mester utca 2"
CMF Medical,UH has-kismedence,26403.0,2025-07-30,16:49:00,2025-07-30 16:49:00,"Szentendre, Stromfeld Aurél utca 1/A"
Coordimed,UH has-kismedence,33105.0,2025-07-15,13:10:00,2025-07-15 13:10:00,"Budapest, Völgy utca 5"
Delfin Ultrahang,UH has-kismedence,24132.0,2025-07-28,07:38:00,2025-07-28 07:38:00,"Budapest, Pünkösdfürdő utca 48."
Dimenzió Orvosi Klinika,UH has-kismedence,25230.0,2025-07-30,10:10:00,2025-07-30 10:10:00,"Budaörs, Lomnici köz 19."
Dimenzió-Med Egészségközpont,UH has-kismedence,22129.0,2025-07-17,14:18:00,2025-07-17 14:18:00,"Budapest, Vécsey u. 3."
Doktor24,UH has-kismedence,33319.0,2025-07-30,06:28:00,2025-07-30 06:28:00,"Budapest, Koszorúslány u. 1."
Doktor24,UH has-kismedence,33319.0,2025-07-20,11:44:00,2025-07-20 11:44:00,"Budapest, Váci út 37."
Doktor24,UH has-kismedence,33319.0,2025-07-10,17:16:00,2025-07-10 17:16:00,"Budapest, Könyves Kálmán krt. 12-14."
Doktor24,UH has-kismedence,33319.0,2025-08-10,13:51:00,2025-08-10 13:51:00,"Paks, Tolnai út 93."
Doktor24,UH has-kismedence,33319.0,2025-07-31,14:30:00,2025-07-31 14:30:00,"Pécs, Málics Ottó utca 1."
Doktor24,UH has-kismedence,33319.0,2025-08-20,09:32:00,2025-08-20 09:32:00,"Szeged, Petőfi S. Sgt. 39."
Doktor24,UH has-kismedence,33319.0,2025-07-16,06:22:00,2025-07-16 06:22:00,"Székesfehérvár, Huszár utca 2."
Egressy Medical,UH has-kismedence,29216.0,2025-07-11,17:35:00,2025-07-11 17:35:00,"Budapest, Egressy út 28-30."
Emineo Magánkórház,UH has-kismedence,33517.0,2025-07-18,15:59:00,2025-07-18 15:59:00,"Budapest, Hegyalja út 7."
EndoCare Endokrinológiai Központ,UH has-kismedence,30175.0,2025-07-27,15:59:00,2025-07-27 15:59:00,"Budapest, Lechner Ödön fasor 7."
EntiTárs Egészségközpont,UH has-kismedence,30606.0,2025-07-17,10:06:00,2025-07-17 10:06:00,"Budapest, Vilánnyi út 22/A"
Erzsébet Dentál & Medical,UH has-kismedence,22826.0,2025-07-10,16:41:00,2025-07-10 16:41:00,Budapest Lajtha László utca 24.
ForHerMed Klinika,UH has-kismedence,28203.0,2025-08-03,06:16:00,2025-08-03 06:16:00,"Budapest, Bimbó út 108."
Főnix Medical Center,UH has-kismedence,26424.0,2025-08-17,09:02:00,2025-08-17 09:02:00,"Budapest, Sasadi út 184"
Gasztro Klinika,UH has-kismedence,26748.0,2025-08-17,08:52:00,2025-08-17 08:52:00,"Budapest, Bokor utca 17"
Geomedical,UH has-kismedence,29896.0,2025-07-16,14:46:00,2025-07-16 14:46:00,"Budapest, Kókai utca 6"
